section,prompt,masked,answer,missing,term_id
"1. Completa els buits amb tg, tj, g o j",En Jesús va trobar un rellotge d’arena i altres objectes antics.,rello__e,rellotge,tg,8c7734349297cf3b-20
"1. Completa els buits amb tg, tj, g o j",En Jesús va trobar un rellotge d’arena i altres objectes antics.,ob_ectes,objectes,j,bbbb4ae0c0e3209b-21
"1. Completa els buits amb tg, tj, g o j",A na Joana li agrada la platja des Codolar i en Jaume s’estima més les platges de Formentera.,_oana,Joana,j,b06371875756a152-22
"1. Completa els buits amb tg, tj, g o j",A na Joana li agrada la platja des Codolar i en Jaume s’estima més les platges de Formentera.,pla__a,platja,tj,97214a027c3d5b65-23
"1. Completa els buits amb tg, tj, g o j",A na Joana li agrada la platja des Codolar i en Jaume s’estima més les platges de Formentera.,_aume,Jaume,j,9fb799018577164d-24
"1. Completa els buits amb tg, tj, g o j",A na Joana li agrada la platja des Codolar i en Jaume s’estima més les platges de Formentera.,pla__es,platges,tg,d5b9d610a9d76413-25
"1. Completa els buits amb tg, tj, g o j",En arribar a Jerusalem va subjectar l’equipatge al sostre del cotxe.,_erusalem,Jerusalem,j,e2668030822458cb-26
"1. Completa els buits amb tg, tj, g o j",En arribar a Jerusalem va subjectar l’equipatge al sostre del cotxe.,sub_ectar,subjectar,j,5d61a22756c1865c-27
"1. Completa els buits amb tg, tj, g o j",En arribar a Jerusalem va subjectar l’equipatge al sostre del cotxe.,equipa__e,equipatge,tg,3d2f081863b9d51a-28
2. Present d’indicatiu de viatjar i penjar,jo,via__,viatj,tj,681997c2045be46c-29
2. Present d’indicatiu de viatjar i penjar,tu,via__es,viatges,tg,f987f9f1e8a0c0e1-30
2. Present d’indicatiu de viatjar i penjar,ell / ella,via__a,viatja,tj,cd70335cf1a92ff2-31
2. Present d’indicatiu de viatjar i penjar,nosaltres,via__am,viatjam,tj,07e964a34ebef25e-32
2. Present d’indicatiu de viatjar i penjar,vosaltres,via__au,viatjau,tj,f191b61ebe5d5ed9-33
2. Present d’indicatiu de viatjar i penjar,ells / elles,via__en,viatgen,tg,5fdb1269443f3d50-34
2. Present d’indicatiu de viatjar i penjar,jo,pen_,penj,j,9f01a32375158d5b-35
2. Present d’indicatiu de viatjar i penjar,tu,pen_es,penges,g,3601172e8d1cafae-36
2. Present d’indicatiu de viatjar i penjar,ell / ella,pen_a,penja,j,b1f3725a8fa2f57d-37
2. Present d’indicatiu de viatjar i penjar,nosaltres,pen_am,penjam,j,95e32645a727c269-38
2. Present d’indicatiu de viatjar i penjar,vosaltres,pen_au,penjau,j,74e629cfc52b7be3-39
2. Present d’indicatiu de viatjar i penjar,ells / elles,pen_en,pengen,g,896bff00a9b1d4be-40
3. Completa les oracions amb una forma conjugada,El meu cosinet té setze mesos i encara gateja.,gate_a,gateja,j,c56c2282df3e2aae-41
3. Completa les oracions amb una forma conjugada,"No barregeu lleixiu amb amoníac, és molt nociu.",barre_eu,barregeu,g,574089f98a590aac-42
3. Completa les oracions amb una forma conjugada,"Cada estiu, els meus padrins estiuegen a Fornells.",estiue_en,estiuegen,g,85d5bb23f293170e-43
3. Completa les oracions amb una forma conjugada,No vull pujar al molí del Ram perquè em mareig.,marei_,mareig,g,99b9073e65e32b25-44
3. Completa les oracions amb una forma conjugada,Escriviu la paraula Brussel·les i en acabar lletrejau-la.,lletre_au-la,lletrejau-la,j,bee3cbe58988ab17-45
4. Completa els buits en el quadern amb x o ix segons correspongui.,Les finestres de la caixa d’estalvis tenen unes reixes molt gruixudes.,ca__a,caixa,ix,da567be130d19ea2-46
4. Completa els buits en el quadern amb x o ix segons correspongui.,Les finestres de la caixa d’estalvis tenen unes reixes molt gruixudes.,re__es,reixes,ix,d6226b1a94bba94e-47
4. Completa els buits en el quadern amb x o ix segons correspongui.,Les finestres de la caixa d’estalvis tenen unes reixes molt gruixudes.,gru__udes,gruixudes,ix,ba41c8c00d6804fc-48
4. Completa els buits en el quadern amb x o ix segons correspongui.,A Cala Xarraca m’han contat el conte d’una coixeta que s’engreixava per prendre xarop.,_arraca,Xarraca,x,bb5d1fd1c51c5659-49
4. Completa els buits en el quadern amb x o ix segons correspongui.,A Cala Xarraca m’han contat el conte d’una coixeta que s’engreixava per prendre xarop.,co__eta,coixeta,ix,3207fd2c1bc7d566-50
4. Completa els buits en el quadern amb x o ix segons correspongui.,A Cala Xarraca m’han contat el conte d’una coixeta que s’engreixava per prendre xarop.,s’engre__ava,s’engreixava,ix,fb2238066de6daaa-51
4. Completa els buits en el quadern amb x o ix segons correspongui.,A Cala Xarraca m’han contat el conte d’una coixeta que s’engreixava per prendre xarop.,_arop,xarop,x,29a21ede319e3558-52
4. Completa els buits en el quadern amb x o ix segons correspongui.,Es coneix que en Xavier pateix molt quan es troba la meva moixa.,cone__,coneix,ix,0a5cdf5bd33687d2-53
4. Completa els buits en el quadern amb x o ix segons correspongui.,Es coneix que en Xavier pateix molt quan es troba la meva moixa.,_avier,Xavier,x,fd90528ff6dec7b1-54
4. Completa els buits en el quadern amb x o ix segons correspongui.,Es coneix que en Xavier pateix molt quan es troba la meva moixa.,pate__,pateix,ix,d2d02c6c7de861af-55
4. Completa els buits en el quadern amb x o ix segons correspongui.,Es coneix que en Xavier pateix molt quan es troba la meva moixa.,mo__a,moixa,ix,05f81a809006516f-56
4. Completa els buits en el quadern amb x o ix segons correspongui.,Al calaix trobaràs xiclets de maduixa sense sucre.,cala__,calaix,ix,dc5defe6e9b88796-57
4. Completa els buits en el quadern amb x o ix segons correspongui.,Al calaix trobaràs xiclets de maduixa sense sucre.,_iclets,xiclets,x,81b0742283bf1a87-58
4. Completa els buits en el quadern amb x o ix segons correspongui.,Al calaix trobaràs xiclets de maduixa sense sucre.,madu__a,maduixa,ix,f086d2f45e19792b-59
4. Completa els buits en el quadern amb x o ix segons correspongui.,En Xesc xiulava xalest pel barranc de Biniaraix.,_esc,Xesc,x,5dbfe93b147290f0-60
4. Completa els buits en el quadern amb x o ix segons correspongui.,En Xesc xiulava xalest pel barranc de Biniaraix.,_iulava,xiulava,x,af62e6d46a7a66a7-61
4. Completa els buits en el quadern amb x o ix segons correspongui.,En Xesc xiulava xalest pel barranc de Biniaraix.,_alest,xalest,x,c050839dc53d3754-62
4. Completa els buits en el quadern amb x o ix segons correspongui.,En Xesc xiulava xalest pel barranc de Biniaraix.,Biniara__,Biniaraix,ix,b47b59c92010aec7-63
4. Completa els buits en el quadern amb x o ix segons correspongui.,Va dibuixar una xarxa que era plena de peixos.,dibu__ar,dibuixar,ix,36b1c686f2ee480a-64
4. Completa els buits en el quadern amb x o ix segons correspongui.,Va dibuixar una xarxa que era plena de peixos.,_ar_a,xarxa,xx,c058d70ca0d58d6e-65
4. Completa els buits en el quadern amb x o ix segons correspongui.,Va dibuixar una xarxa que era plena de peixos.,pe__os,peixos,ix,6fd4bb03c251d056-66
4. Completa els buits en el quadern amb x o ix segons correspongui.,Sense voler na Xisca va mullar tot l’aixovar i va tardar molt a eixugar-se.,_isca,Xisca,x,75fa7f8e4e500bab-67
4. Completa els buits en el quadern amb x o ix segons correspongui.,Sense voler na Xisca va mullar tot l’aixovar i va tardar molt a eixugar-se.,a__ovar,aixovar,ix,983b24bb816cc5a7-68
4. Completa els buits en el quadern amb x o ix segons correspongui.,Sense voler na Xisca va mullar tot l’aixovar i va tardar molt a eixugar-se.,e__ugar-se,eixugar-se,ix,ec7fa06ebe8fe44d-69
4. Completa els buits en el quadern amb x o ix segons correspongui.,Va quedar una mica fluix perquè va rebre un cop molt fort a la cuixa.,flu__,fluix,ix,f89a047ae327eed2-70
4. Completa els buits en el quadern amb x o ix segons correspongui.,Va quedar una mica fluix perquè va rebre un cop molt fort a la cuixa.,cu__a,cuixa,ix,1ad8c48be646be07-71
"5. Escriu tx, x o ig segons correspongui.",La pepa em va tocar en un sorteig d’una botiga de Costitx.,sorte__,sorteig,ig,86e9037cd83777f5-72
"5. Escriu tx, x o ig segons correspongui.",La pepa em va tocar en un sorteig d’una botiga de Costitx.,Costi__,Costitx,tx,1b364b446e7764a9-73
"5. Escriu tx, x o ig segons correspongui.",Na Conxa em va regalar una dessuadora amb caputxa i butxaques.,Con_a,Conxa,x,c03b91bcf0a9dbb4-74
"5. Escriu tx, x o ig segons correspongui.",Na Conxa em va regalar una dessuadora amb caputxa i butxaques.,capu__a,caputxa,tx,bd90d9107427ee23-75
"5. Escriu tx, x o ig segons correspongui.",Na Conxa em va regalar una dessuadora amb caputxa i butxaques.,bu__aques,butxaques,tx,44dc32a1f7fbd8e7-76
"5. Escriu tx, x o ig segons correspongui.","Després del passeig del matí per la serra, em dutxaré.",passe__,passeig,ig,5ebf825a6a851747-77
"5. Escriu tx, x o ig segons correspongui.","Després del passeig del matí per la serra, em dutxaré.",du__aré,dutxaré,tx,8d5059a7ec1b856c-78
"5. Escriu tx, x o ig segons correspongui.",En Carles va enganxar un empatx de tant de menjar xocolata amb xurros.,engan_ar,enganxar,x,5c3949dfdc71e39d-79
"5. Escriu tx, x o ig segons correspongui.",En Carles va enganxar un empatx de tant de menjar xocolata amb xurros.,empa__,empatx,tx,abbd2d3e4290fd78-80
"5. Escriu tx, x o ig segons correspongui.",En Carles va enganxar un empatx de tant de menjar xocolata amb xurros.,_ocolata,xocolata,x,898f14bb02ae878c-81
"5. Escriu tx, x o ig segons correspongui.",En Carles va enganxar un empatx de tant de menjar xocolata amb xurros.,_urros,xurros,x,5acb3b69ed4cc699-82
"5. Escriu tx, x o ig segons correspongui.",Vaig deixar el xandall al costat de la dutxa i es va xopar.,Va__,Vaig,ig,b7b50277a15d1dbc-83
"5. Escriu tx, x o ig segons correspongui.",Vaig deixar el xandall al costat de la dutxa i es va xopar.,_andall,xandall,x,9ae09defc7b0780d-84
"5. Escriu tx, x o ig segons correspongui.",Vaig deixar el xandall al costat de la dutxa i es va xopar.,du__a,dutxa,tx,41867b6a01eea687-85
"5. Escriu tx, x o ig segons correspongui.",Vaig deixar el xandall al costat de la dutxa i es va xopar.,_opar,xopar,x,1a8d788a717a909c-86
"5. Escriu tx, x o ig segons correspongui.",Pel mes de maig el pare es traslladarà a un despatx al Passeig Marítim.,ma__,maig,ig,2ce891112ddabf32-87
"5. Escriu tx, x o ig segons correspongui.",Pel mes de maig el pare es traslladarà a un despatx al Passeig Marítim.,despa__,despatx,tx,e7e9259b6b2ae594-88
"5. Escriu tx, x o ig segons correspongui.",Pel mes de maig el pare es traslladarà a un despatx al Passeig Marítim.,Passe__,Passeig,ig,eb016166ed08540a-89
"5. Escriu tx, x o ig segons correspongui.",Vaig perdre la motxilla a l’excursió de Fornalutx.,Va__,Vaig,ig,ef4f48c4a58d53fb-90
"5. Escriu tx, x o ig segons correspongui.",Vaig perdre la motxilla a l’excursió de Fornalutx.,mo__illa,motxilla,tx,86f2b465a0797e11-91
"5. Escriu tx, x o ig segons correspongui.",Vaig perdre la motxilla a l’excursió de Fornalutx.,Fornalu__,Fornalutx,tx,debbe2a852722e5b-92
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",institu_,institut,t,2f5a5f9fe25b2acc-93
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",solitu_,solitud,d,6342c3490bf158ef-94
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",lleopar_,lleopard,d,e813814283bb318a-95
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",hàbi_,hàbit,t,057946fb07ff4eb1-96
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",gratitu_,gratitud,d,654f6805efff8d17-97
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",actitu_,actitud,d,a59460bb9ae98335-98
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",baluar_,baluard,d,b90b0476f56cc2e0-99
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",virtu_,virtut,t,15a9b2de41003437-100
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",àri_,àrid,d,ffe0f730d1b44b4d-101
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",ponen_,ponent,t,a582a24f005881d5-102
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",Berna_,Bernat,t,61be4364406f78b4-103
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",magnitu_,magnitud,d,b8d39e152e99d64e-104
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",ràpi_,ràpid,d,8a92fdd21560cf10-105
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",ver_,verd,d,57cc5f44d03f0bd1-106
"6. Completa les paraules amb t o d, segons correspongui.","6. Completa les paraules amb t o d, segons correspongui.",sol·licitu_,sol·licitud,d,b1d05511d58dd84a-107
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",filòle_,filòleg,g,29dd0d75222e2d52-108
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",estrate_,estrateg,g,7fff2196fd2b14d4-109
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",àne_,ànec,c,a5ed6995f52c821e-110
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",por_,porc,c,41740021b06e3fc1-111
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",demago_,demagog,g,9919d75757354af4-112
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",càrre_,càrrec,c,c59000ec2d0756a2-113
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",xàfe_,xàfec,c,40a66783cd787c2a-114
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",san_,sang,g,66c8d6490f1f1070-115
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",pedago_,pedagog,g,76ce922fc1c9f667-116
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",aràbi_,aràbic,c,8d1f882faacc984d-117
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",biòle_,biòleg,g,498c7a6a532e7c7d-118
"7. Omple els buits amb c o g, segons correspongui.","7. Omple els buits amb c o g, segons correspongui.",fan_,fang,g,f8bb2aff6392fbbb-119
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",ser_,serp,p,2b82d5e0cee3e408-120
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",po_,pop,p,e2ee903ecc171bed-121
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",glo_,glob,b,92127c7d5ed33125-122
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",xaro_,xarop,p,badb399b29bbd4b0-123
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",cal_,calb,b,82a14dd0c3942358-124
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",ver_,verb,b,0e7a18f26ee16e83-125
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",llam_,llamp,p,ac924e2932ebf9e3-126
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",bisíl·la_,bisíl·lab,b,4813b8fa936ef3b4-127
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",cam_,camp,p,e71a3364b89b9404-128
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",super_,superb,b,390b8108b60f4098-129
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",àra_,àrab,b,39d4c2e052e572a0-130
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",cor_,corb,b,5e73f048c837684e-131
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",alju_,aljub,b,b0d811c5c00026b3-132
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",tu_,tub,b,d2679b67cf750ca9-133
"8. Escriu p o b, segons correspongui.","8. Escriu p o b, segons correspongui.",ado_,adob,b,a23d18d208e4f728-134
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_zar,atzar,t,b553212eb61e5b6c-135
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,hori_zó,horitzó,t,22240ea2be71c384-136
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_vocat,advocat,d,86e4333a6a7180f4-137
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,bu_lletí,butlletí,t,815897fd68bc4c8a-138
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_mosfera,atmosfera,t,b7a2a264418eb346-139
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,se_ze,setze,t,ec5336f9f5794fce-140
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,ame_la,ametla,t,05cfd6402eff4a58-141
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_leta,atleta,t,4bc952075e063609-142
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_verbi,adverbi,d,fc8106779b198135-143
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,so_metre,sotmetre,t,587250bc564e08cf-144
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_mirar,admirar,d,1db2044fc49cd282-145
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_junt,adjunt,d,3a386338dabd5c97-146
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_jacent,adjacent,d,17fc0781aae84ff7-147
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,se_mana,setmana,t,d7b05c488b24abc4-148
9. Copia les paraules i completa-les amb t o d.,9. Copia les paraules i completa-les amb t o d.,a_scriure,adscriure,d,15ff6681a608fe53-149
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",sug_erir,suggerir,g,af14a5ec167f5a57-150
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",di_ne,digne,g,e0a11496e6178b5b-151
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",a_ceptar,acceptar,c,cdd4c93e3897bb06-152
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",diafra_ma,diafragma,g,fe80841a95bcc212-153
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",a_ció,acció,c,9a715d2b410bbbf6-154
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",a_celerar,accelerar,c,d1716983d07e997c-155
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",co_nom,cognom,g,6aefee56c9877f55-156
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",sa_,sac,c,22ae0db45ffacdb9-157
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",au_ment,augment,g,3b083e4ca22eba22-158
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",mara_da,maragda,g,689dab8d98ac8d25-159
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",sa_nar,sagnar,g,735e441bd21cbde0-160
"10. Completa les paraules amb c o g, segons correspongui.","10. Completa les paraules amb c o g, segons correspongui.",impre_nar,impregnar,g,02d7d0ce04646970-161
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",o_ció,opció,p,6a71ac043e429eb5-162
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",ca_çal,capçal,p,50d87b8e55db3aa9-163
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",co_sar,copsar,p,1ffb7801566e9ed6-164
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",ò_tic,òptic,p,8bb88de5e6c43199-165
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",du_te,dubte,b,f10d59c9361efbe4-166
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",a_dicar,abdicar,b,70205e31ea77bdd4-167
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",ecli_si,eclipsi,p,49db9fb415c128cf-168
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",o_tenir,obtenir,b,5532520036e6ec19-169
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",ca_bussó,capbussó,p,de74e55167bd62f8-170
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",a_titud,aptitud,p,39338f6e6ebe0e27-171
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",dissa_te,dissabte,b,e3d6fc3b4e172891-172
"11. Copia els mots en el quadern i escriu p o b, segons correspongui.","11. Copia els mots en el quadern i escriu p o b, segons correspongui.",ca_dal,cabdal,b,643b3396de3a4e3c-173
